,,,"Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6"
2011/02/13,2011,44,15.87,6.407,0.351,28.3,0,2.201,14.91,3.493,0.345,34,,0,2.435,13.53,-6.167,0.363,63.06,,0,0.932,,,,,,,
2011/02/14,2011,45,15.31,5.101,0.294,25.07,0,2.217,13.03,4.566,0.278,26.99,,0,3.555,11.03,-5.354,0.327,55.37,,0,1.331,,,,,,,
2011/02/15,2011,46,16.1,6.903,0.312,24.69,0,2.696,14.2,3.585,0.318,31.54,,0,3.203,12.94,-5.71,0.367,63.73,,0,1.014,,,,,,,
2011/02/16,2011,47,14.65,0.35,0.422,37.9,0,5.281,12.24,-2.5,0.413,44.69,,0,8.31,10.29,-6.008,0.418,56.1,,0,2.667,,,,,,,
2011/02/17,2011,48,6.143,-2.305,0.449,67.15,6.858,2.358,3.199,-6.16,0.385,72.8,,0,2.672,-0.355,-12.57,0.315,84.9,,0,0.52,,,,,,,
2011/02/18,2011,49,11.31,1.958,0.36,34.87,0,2.626,8.71,-0.759,0.332,38.75,,0,4.36,6.275,-10.28,0.325,65.13,,0,1.086,,,,,,,
2011/02/19,2011,50,10.18,2.471,0.655,68.78,3.81,2.123,7.47,0.258,0.589,73.2,,0,2.738,3.484,-2.488,0.54,85.7,,0,0.832,,,,,,,
2011/02/20,2011,51,3.973,0.599,0.612,87.3,8.89,1.057,0.286,-2.372,0.539,94.6,,0,3.41,-2.458,-6.695,0.446,98.8,,0,0.833,,,,,,,
2011/02/21,2011,52,6.564,-0.893,0.486,70.1,1.27,2.024,4.129,-4.705,0.42,76.7,,5.842,1.997,-0.587,-11.52,0.358,91.6,,0,0.703,,,,,,,
2011/02/22,2011,53,7.66,0.643,0.441,54.44,0,2.789,4.384,-2.471,0.384,57.38,,0,3.844,1.914,-10.33,0.345,72.2,,0,1.24,,,,,,,
2011/02/23,2011,54,6.43,-1.439,0.428,57.47,0,1.664,4.69,-5.514,0.364,60.9,,0,1.697,2.485,-13.28,0.306,74.4,,0,0.514,,,,,,,
2011/02/24,2011,55,6.661,0.118,0.491,64.88,0,1.317,3.975,-2.645,0.413,66.23,,0,2.187,1.205,-10.45,0.346,75.8,,0,0.634,,,,,,,
2011/02/25,2011,56,8.78,0.563,0.6,73.6,4.064,3.209,5.869,-1.884,0.531,77.7,,4.318,5.495,3.855,-4.979,0.46,82.2,,0,1.142,,,,,,,
2011/02/26,2011,57,6.939,-0.284,0.591,90.7,2.54,1.356,1.201,-2.71,0.515,95.4,,0,1.424,-1.545,-6.127,0.428,97.4,,0,0.626,,,,,,,
2011/02/27,2011,58,3.265,-1.759,0.423,69.31,2.54,1.577,1.319,-5.373,0.376,76.7,,2.54,1.237,-2.742,-13.42,0.305,83.9,,0,0.75,,,,,,,
2011/02/28,2011,59,9.06,-1.215,0.397,49.13,0,2.421,6.879,-5.419,0.341,52.26,,0,2.788,4.507,-14.69,0.28,72,,0,0.793,,,,,,,
2011/03/01,2011,60,12.89,2.278,0.42,43.1,0,1.819,11.86,-1.024,0.352,43.52,,0,2.54,9.75,-10.87,0.308,66.82,,0,0.466,,,,,,,
2011/03/02,2011,61,13.05,5.173,0.457,38.31,0,1.66,10.49,2.657,0.435,44.16,,0,2.211,8.51,-6.755,0.436,69.57,,0,0.609,,,,,,,
2011/03/03,2011,62,11.68,3.521,0.745,76.6,6.858,1.671,8.31,0.096,0.644,81.2,,2.032,1.511,5.485,-5.009,0.566,92.3,,0,0.823,,,,,,,
2011/03/04,2011,63,9.3,3.014,0.546,61.72,0,1.523,7.84,-0.787,0.485,66.57,,3.81,1.312,4.98,-5.591,0.443,79.5,,0,0.814,,,,,,,
2011/03/05,2011,64,13.37,5.052,0.444,39.57,0,1.948,10.82,2.086,0.427,45.51,,0,2.459,8.78,-3.82,0.439,65.4,,0,0.805,,,,,,,
2011/03/06,2011,65,10.28,4.626,0.72,72.9,12.7,1.585,7.95,1.64,0.646,81.9,,14.48,1.1,2.549,-0.133,0.607,94.4,,0,0.447,,,,,,,
2011/03/07,2011,66,9.45,0.999,0.767,88.7,7.37,1.135,6.872,-1.472,0.661,90.5,,6.096,1.774,5.152,-4.302,0.587,96.7,,0,0.994,,,,,,,
2011/03/08,2011,67,6.376,-0.221,0.552,77.3,9.4,1.068,1.895,-2.572,0.528,90.2,,4.826,1.665,-1.051,-5.849,0.466,97.9,,0,0.781,,,,,,,
2011/03/09,2011,68,12.41,3.421,0.646,62.56,0,2.023,11.48,0.84,0.583,66.77,,0.508,1.62,9.32,-2.74,0.557,85.8,,0,0.509,,,,,,,
2011/03/10,2011,69,18.69,7.04,0.549,39.08,0,3.64,15.84,4.495,0.51,41.79,,0,5.212,15.82,-3.526,0.486,59.28,,0,1.49,,,,,,,
2011/03/11,2011,70,13.82,6.163,0.706,58.09,0,1.414,13.4,3.366,0.623,61.14,,0,1.287,11.44,-0.635,0.558,70.6,,0,0.635,,,,,,,
2011/03/12,2011,71,12.11,6.19,0.805,73.3,1.778,1.356,10.25,2.284,0.731,79.9,,3.556,1.34,8.61,-0.081,0.67,90.1,,0,0.579,,,,,,,
2011/03/13,2011,72,14.7,4.841,0.625,56.35,0,2.166,13.09,1.669,0.567,61.29,,0,2.176,11.56,-3.41,0.53,77.4,,0,0.533,,,,,,,
2011/03/14,2011,73,12.35,7.37,0.671,53.24,0,2.33,10.51,3.611,0.628,61.61,,0.508,2.273,7.95,-2.702,0.607,85.8,,0,0.497,,,,,,,
2011/03/15,2011,74,17.45,6.189,0.683,52.21,0,1.998,15.88,3.356,0.619,54.9,,0,2.35,14.26,-2.876,0.579,75.2,,0,0.615,,,,,,,
2011/03/16,2011,75,18.16,4.915,0.696,48.1,8.64,3.834,15.55,0.941,0.644,53.28,,6.858,5.877,13.16,-3.246,0.621,69.67,,0,1.82,,,,,,,
2011/03/17,2011,76,9.09,1.727,0.397,45.02,0,2.209,7.49,-2.13,0.388,56.71,,0,1.706,5.07,-7.94,0.389,79.2,,0,0.526,,,,,,,
2011/03/18,2011,77,14.45,4.56,0.388,32.13,0,2.843,11.93,1.088,0.38,37.56,,0,3.426,10.15,-8.18,0.403,61.44,,0,0.835,,,,,,,
2011/03/19,2011,78,13.81,2.873,0.49,47.76,0.508,2.515,10.67,0.831,0.456,54.16,,0,3.553,7.33,-1.855,0.433,63.68,,0,0.654,,,,,,,
2011/03/20,2011,79,12.45,2.606,0.639,61.83,4.064,2.411,9.56,-0.596,0.57,66.47,,4.826,2.483,7.22,-6.168,0.52,79.8,,0,0.605,,,,,,,
2011/03/21,2011,80,12.49,5.04,0.461,39.99,0.254,3.356,10.6,2.298,0.417,43.48,,0.254,4.998,8.57,-1.163,0.421,56.39,,0,1.302,,,,,,,
2011/03/22,2011,81,9.14,1.994,0.581,69.26,4.318,1.851,7.05,-0.769,0.533,80.5,,2.032,2.746,4.155,-7.57,0.466,89.9,,0,1.817,,,,,,,
2011/03/23,2011,82,13.8,2.712,0.42,42.1,0,3.332,11.92,-1.169,0.39,46.27,,0,2.584,10.4,-9.18,0.352,60.93,,0,0.556,,,,,,,
2011/03/24,2011,83,12.07,4.374,0.555,50.36,0.508,3.605,9.66,1.83,0.507,55.36,,0.508,5.026,5.708,-1.031,0.494,71.1,,0,1.159,,,,,,,
2011/03/25,2011,84,8.69,2.357,0.532,60.59,3.81,2.948,6.276,-1.507,0.483,67.84,,2.286,3.89,2.766,-9.08,0.431,79.3,,0,0.643,,,,,,,
2011/03/26,2011,85,10.35,2.029,0.543,59.82,0.254,2.248,7.94,-1.489,0.497,66.7,,1.27,2.364,6.656,-9.49,0.43,80,,0,0.57,,,,,,,
2011/03/27,2011,86,10.72,1.79,0.664,72.4,8.64,1.53,7.99,-0.342,0.603,80.4,,4.318,2.137,5.122,-2.935,0.52,84.7,,0,1.432,,,,,,,
2011/03/28,2011,87,6.806,1.434,0.613,73.2,1.27,2.111,4.738,-2.535,0.524,77.4,,0.762,2.557,0.857,-9.3,0.436,84.5,,0,0.961,,,,,,,
2011/03/29,2011,88,10.68,0.75,0.431,48.79,0,2.321,8.58,-2.836,0.397,53.71,,0,1.975,7.11,-10.71,0.338,65.04,,0,0.871,,,,,,,
2011/03/30,2011,89,11.75,6.117,0.781,70.4,0.762,1.039,9.36,2.929,0.727,80.1,,0.762,1.219,7.17,-0.353,0.651,93.6,,0,0.748,,,,,,,
2011/03/31,2011,90,18.86,7.97,0.755,52.08,0,2.334,16.65,3.672,0.69,57.2,,0,2.949,14.45,-0.471,0.644,72.2,,0,1.419,,,,,,,
2011/04/01,2011,91,20.59,10.06,0.601,36.91,0,2.971,19.53,6.101,0.574,42.57,,0,2.805,18.01,-1.301,0.564,67.76,,0,0.878,,,,,,,
2011/04/02,2011,92,22.29,5.492,0.649,37.83,7.11,2.771,20.15,1.939,0.631,44.64,,10.67,3.461,17.4,0.043,0.648,68.2,,0,0.95,,,,,,,
2011/04/03,2011,93,5.903,0.148,0.603,86.7,17.02,1.364,2.713,-3.891,0.514,89.2,,4.572,1.201,1.731,-9.87,0.426,92.6,,0,0.754,,,,,,,
2011/04/04,2011,94,10.38,-0.376,0.456,54.84,0.254,2.895,7.75,-4.534,0.43,63.75,,4.826,2.44,5.522,-10.69,0.393,77.9,,0,0.75,,,,,,,
2011/04/05,2011,95,20.54,4.935,0.653,51.42,3.556,2.232,17.48,2.057,0.619,57.88,,3.302,3.041,16.05,-2.194,0.591,73.6,,0,1.077,,,,,,,
2011/04/06,2011,96,14.61,4.337,0.595,55.86,0,2.736,11.95,1.25,0.531,58.52,,0,3.544,10.91,-3.296,0.499,70.9,,0,1.112,,,,,,,
2011/04/07,2011,97,13.05,1.816,0.646,63.05,5.588,3.216,10.78,-0.186,0.591,68.05,,2.794,4.751,8.82,-2.866,0.552,76.9,,0,1.018,,,,,,,
2011/04/08,2011,98,5.698,1.745,0.701,89,21.08,0.695,4.996,-0.205,0.636,93.9,,11.68,1.076,3.407,-2.963,0.555,95.3,,0,0.569,,,,,,,
2011/04/09,2011,99,4.479,2.305,0.687,91.6,6.35,1.31,2.294,-0.004,0.602,92.9,,2.54,1.865,3.545,-3.07,0.532,95.5,,0,0.783,,,,,,,
2011/04/10,2011,100,10.29,2.331,0.641,73.7,3.81,1.459,7.94,0.069,0.574,80.7,,2.032,1.406,4.001,-2.943,0.514,87.8,,0,0.798,,,,,,,
2011/04/11,2011,101,15.61,4.735,0.627,53,0,2.485,13.71,1.848,0.583,59.73,,0,2.016,12.55,-3.94,0.544,76.9,,0,0.487,,,,,,,
2011/04/12,2011,102,14.74,7.39,0.836,67.2,0.254,1.723,12.84,3.756,0.736,72.5,,0.254,1.853,11.53,-1.624,0.654,84.3,,0,0.51,,,,,,,
2011/04/13,2011,103,17.8,2.704,0.722,63.64,7.11,2.783,15.45,1.34,0.634,66.3,,3.048,3.209,15.7,-3.01,0.566,77,,0,1.165,,,,,,,
2011/04/14,2011,104,8.7,2.545,0.567,65.73,6.096,2.225,6.623,0.286,0.52,73.4,,5.842,1.468,3.512,-5.333,0.466,82.8,,0,1.534,,,,,,,
2011/04/15,2011,105,15.47,2.81,0.425,37.95,0,2.476,13.2,-0.367,0.424,45.58,,0,2.418,12.21,-7.34,0.421,64.8,,0,0.742,,,,,,,
2011/04/16,2011,106,17.82,9.96,0.795,52.58,0,2.144,16.28,6.619,0.74,58.39,,0,2.369,15.12,1.009,0.696,76.6,,0,1.022,,,,,,,
2011/04/17,2011,107,16.86,11.74,0.93,56.58,0,1.685,16.24,8.5,0.847,61.48,,0,1.875,14.74,1.351,0.768,82.7,,0,0.729,,,,,,,
2011/04/18,2011,108,12.36,8.59,1.052,84.6,13.46,1.303,9.65,5.187,0.915,88.1,,14.73,1.691,7.34,0.963,0.765,97.5,,0,0.901,,,,,,,
2011/04/19,2011,109,11.22,5.685,0.696,65.16,3.81,1.818,9.18,2.83,0.603,68.64,,4.826,2.253,5.484,-1.651,0.545,80.8,,0,1.071,,,,,,,
2011/04/20,2011,110,14.86,5.711,0.805,66.81,1.27,2.253,11.88,3.129,0.712,71,,1.778,2.391,8.12,-2.875,0.649,88.7,,0,0.48,,,,,,,
2011/04/21,2011,111,16,7.05,0.804,64.6,0,2.547,13.55,4.329,0.694,67.02,,0,3.691,12.69,-0.364,0.624,80.1,,0,1.533,,,,,,,
2011/04/22,2011,112,10.25,2.943,0.428,45.27,0,1.954,8.79,-0.896,0.383,49.85,,0,1.882,6.09,-4.407,0.354,59.68,,0,0.871,,,,,,,
2011/04/23,2011,113,9.98,4.788,0.506,47.25,0,1.672,8.26,2.704,0.452,49.85,,0,2.321,6.759,-3.704,0.47,70.3,,0,0.509,,,,,,,
2011/04/24,2011,114,13.39,5.332,0.669,57.38,0,1.575,12.56,2.158,0.6,60.63,,0,2.169,9.42,-3.703,0.561,76.9,,0,0.622,,,,,,,
2011/04/25,2011,115,12.47,5.308,0.83,74.4,6.604,1.829,10.02,2.475,0.726,78.4,,6.35,2.531,7.69,-0.218,0.648,87,,0,0.938,,,,,,,
2011/04/26,2011,116,8.42,2.163,0.606,69.81,10.41,2.193,5.944,0.087,0.524,73,,4.826,2.754,2.563,-4.055,0.456,80.2,,0,1.244,,,,,,,
2011/04/27,2011,117,12.06,2.092,0.51,52.71,0,2.12,10.55,-0.896,0.46,57.44,,0,2.168,8.04,-6.364,0.412,69.33,,0,0.835,,,,,,,
2011/04/28,2011,118,19.69,6.688,0.471,32.06,0,3.134,17.66,3.311,0.455,36.62,,0,4.048,17.3,-3.565,0.483,54.27,,0,1.529,,,,,,,
2011/04/29,2011,119,13.89,1.343,0.62,73.6,2.54,2.129,6.701,-1.335,0.55,81.5,,3.048,2.415,2.871,-4.722,0.478,89.2,,0,1.25,,,,,,,
2011/04/30,2011,120,9.5,0.608,0.592,72.2,5.334,1.589,7.71,-2.048,0.525,76.6,,2.54,1.723,2.949,-4.477,0.481,89,,0,0.803,,,,,,,
2011/05/01,2011,121,12.4,3.565,0.413,39.73,0,3.276,10.93,-0.186,0.392,46.79,,0,2.461,8.7,-7.33,0.375,63.39,,0,0.797,,,,,,,
2011/05/02,2011,122,16.13,5.142,0.435,35.57,0,2.833,14.54,1.414,0.423,41.71,,0,2.538,12.59,-4.908,0.435,60.69,,0,0.844,,,,,,,
2011/05/03,2011,123,17.07,8.44,0.563,37.66,0,2.459,14.89,4.457,0.545,44.92,,0,2.322,13.38,-1.263,0.563,65.57,,0,0.938,,,,,,,
2011/05/04,2011,124,13.79,4.853,0.539,45.91,0,2.131,12.13,1.539,0.466,47.48,,0,2.802,10.03,-4.388,0.456,66.27,,0,0.999,,,,,,,
2011/05/05,2011,125,22.82,7.34,0.346,22.19,0,2.769,21.08,3.766,0.36,26.98,,0,3.008,20.21,-3.205,0.419,49.31,,0,1.174,,,,,,,
2011/05/06,2011,126,22.26,14.14,0.566,27.37,0,2.799,20.49,10.79,0.576,33.46,,0,2.818,18.96,2.02,0.614,54.54,,0,1.539,,,,,,,
2011/05/07,2011,127,24.21,14.59,0.713,32.63,0,2.563,23.44,11.45,0.699,37.14,,0,2.46,22.07,2.476,0.689,53.85,,0,1.309,,,,,,,
2011/05/08,2011,128,21.14,7.5,1.007,73.4,7.87,1.668,19.29,5.423,0.924,78.6,,8.13,1.965,15.78,2.474,0.809,85,,0,0.919,,,,,,,
2011/05/09,2011,129,8.27,5.841,0.91,90.5,7.87,1.577,6.294,3.709,0.808,93.8,,5.588,1.45,3.515,0.915,0.7,99.1,,0,1.172,,,,,,,
2011/05/10,2011,130,12.36,6.403,0.911,79.8,0,1.324,11.04,4.239,0.813,84.1,,0.254,1.247,8.31,0.681,0.704,90.3,,0,0.783,,,,,,,
2011/05/11,2011,131,15.93,7.93,0.918,69.55,0,2.248,14.69,4.676,0.818,72.9,,0,2.072,12.83,-0.131,0.739,82.9,,0,0.835,,,,,,,
2011/05/12,2011,132,21.81,9.29,0.729,43.24,0,2.774,20.55,5.508,0.697,48.65,,0,2.849,19.17,-1.234,0.663,65.33,,0,1.088,,,,,,,
2011/05/13,2011,133,24.67,14.27,0.778,34.28,0,3.161,24.12,10.31,0.764,39.21,,0,2.822,23.18,1.97,0.729,56.88,,0,1.079,,,,,,,
2011/05/14,2011,134,22.7,14.09,0.82,38.49,0.762,3.979,21.38,11.52,0.795,43.63,,1.016,3.793,20.65,3.416,0.78,60.18,,0,1.089,,,,,,,
2011/05/15,2011,135,25.75,11.38,0.673,34.78,0,5.829,23.46,7.84,0.641,38.05,,0,5.894,23.41,3.551,0.649,44.25,,0,1.754,,,,,,,
2011/05/16,2011,136,13.35,7.46,0.658,53.28,0,2.114,11.88,4.758,0.601,57.13,,0,1.838,9.43,0.256,0.545,65.3,,0,0.857,,,,,,,
2011/05/17,2011,137,12.25,2.992,0.856,79.6,12.7,1.347,10.27,1.595,0.77,84.9,,11.94,1.226,8.33,0.12,0.677,90.9,,0,0.47,,,,,,,
2011/05/18,2011,138,11.45,7.11,0.908,81.5,8.89,1.548,8.06,5.059,0.826,88.1,,9.91,1.768,5.066,1.652,0.746,98.8,,0,0.72,,,,,,,
2011/05/19,2011,139,12.73,6.554,1.027,89,18.03,0.818,9.98,3.863,0.921,92.6,,19.05,0.893,10.27,0.188,0.813,97.4,,0,0.658,,,,,,,
2011/05/20,2011,140,15.87,7.05,1.007,76.2,11.94,1.646,14.16,4.267,0.911,83,,12.45,1.966,11.27,0.408,0.811,92.9,,0,1.027,,,,,,,
2011/05/21,2011,141,20.27,10.37,0.903,52.92,0,2.597,18.76,7.6,0.847,58.63,,0,2.65,16.79,2.96,0.791,71.8,,0,1.178,,,,,,,
2011/05/22,2011,142,19.7,11.87,1.103,64.56,1.27,2.101,18.14,9.37,1.013,70,,2.54,2.111,16.54,4.156,0.966,82.9,,0,0.836,,,,,,,
2011/05/23,2011,143,18.96,11.16,1.131,74.5,2.54,1.622,17.19,8.09,1.023,80.4,,1.27,1.562,15.43,4.604,0.945,89.2,,0,0.58,,,,,,,
2011/05/24,2011,144,16.28,7.89,0.927,70.6,13.72,1.908,14.15,5.46,0.82,74.2,,14.48,2.52,11.82,0.228,0.75,84.7,,0,1.355,,,,,,,
2011/05/25,2011,145,21.32,9.4,0.774,46.46,0,2.509,20.31,5.561,0.726,51.15,,0,2.535,18.8,-0.478,0.697,65.57,,0,0.963,,,,,,,
2011/05/26,2011,146,19.82,9.45,0.662,43.81,0,2.03,18.81,5.295,0.588,46.56,,0,2.567,15.77,0.112,0.544,53.11,,0,1.042,,,,,,,
2011/05/27,2011,147,18.25,8.45,0.665,44.76,0,2.216,15.85,4.567,0.64,51.75,,0,2.554,13.15,-1.118,0.608,63.77,,0,1.012,,,,,,,
2011/05/28,2011,148,17.81,6.065,0.917,66.26,19.56,1.895,16.51,3.137,0.824,71.4,,18.8,1.96,14,0.139,0.752,81.1,,0,0.649,,,,,,,
2011/05/29,2011,149,10.69,4.856,0.912,88,10.92,1.399,9.73,1.775,0.811,91.9,,9.14,1.481,7.6,-0.122,0.708,96.2,,0,0.756,,,,,,,
2011/05/30,2011,150,14.93,2.659,0.84,75.5,13.72,1.65,11.57,1.34,0.744,80.7,,9.4,2.293,9,-1.012,0.664,91.1,,0,1.009,,,,,,,
2011/05/31,2011,151,23.89,9.35,0.595,33.78,0,2.572,21.78,5.561,0.559,37.33,,0,4.147,20.63,-1.059,0.606,58.75,,0,1.044,,,,,,,
2011/06/01,2011,152,25.62,15.42,0.366,15.29,0,2.62,23.18,10.5,0.395,19.89,,0,4.491,23.61,1.652,0.526,41.47,,0,1.29,,,,,,,
2011/06/02,2011,153,20.89,8.91,0.622,42.96,0,2.61,18.17,3.957,0.591,48.67,,0,3.14,14.31,-1.369,0.568,60.09,,0,1.225,,,,,,,
2011/06/03,2011,154,18.41,7.05,0.719,50.69,0,2.03,17.26,3.057,0.653,53.32,,0,2.389,15.06,-1.865,0.618,69.34,,0,0.837,,,,,,,
2011/06/04,2011,155,25.48,10.56,0.767,41.31,0,1.443,24.63,13.17,0.568,28.47,,0,3.315,22.53,1.409,0.651,54.07,,0,0.855,,,,,,,
2011/06/05,2011,156,30.18,16.01,0.496,18.72,0,2.589,28.04,13.17,0.525,23.61,,0,3.863,27.07,4.468,0.698,50.6,,0,1.346,,,,,,,
2011/06/06,2011,157,27.73,15.32,0.55,22.57,0,3.495,25.52,11.08,0.59,29.98,,0,4.588,24.81,5.004,0.688,50.5,,0,1.67,,,,,,,
2011/06/07,2011,158,21.77,10.07,0.883,48.24,0,2.196,20.22,6.67,0.843,55.49,,0,2.313,18.25,1.641,0.817,71.8,,0,1.049,,,,,,,
2011/06/08,2011,159,22.74,12.77,0.975,51.7,0.508,2.203,21.76,9.47,0.921,57.71,,1.27,2.211,20.11,3.038,0.881,72.3,,0,0.972,,,,,,,
2011/06/09,2011,160,18.55,10.64,0.937,57.26,0,2.753,16.84,6.725,0.863,64.82,,0,2.442,14.64,1.63,0.809,80,,0,1.033,,,,,,,
2011/06/10,2011,161,25.31,10.77,0.73,36.56,0,2.068,24.49,7.18,0.742,43.37,,0,2.155,22.1,0.045,0.769,64.22,,0,0.629,,,,,,,
2011/06/11,2011,162,24.89,15.13,1.059,45.68,0,2.169,23.23,11.46,1.029,52.97,,0,2.147,21.81,5.532,1.054,71.7,,0,0.933,,,,,,,
2011/06/12,2011,163,24.13,14.37,1.21,56.86,0,2.157,22.52,10.61,1.131,62.95,,0,2.003,20.2,5.581,1.102,78.5,,0,0.698,,,,,,,
2011/06/13,2011,164,24.18,15.94,1.024,46.1,0.254,2.722,21.83,11.97,1.001,55.05,,0,2.46,20.36,5.025,1.031,77.3,,0,0.738,,,,,,,
2011/06/14,2011,165,24.07,13.58,1.148,55.5,1.016,2.732,22.59,9.89,1.102,63.44,,2.032,2.182,20.84,5.75,1.034,77.5,,0,0.86,,,,,,,
2011/06/15,2011,166,28.93,16.52,0.923,34.66,0,2.301,27.45,12.48,0.991,44.97,,0,2.107,25.66,5.472,1.03,67.76,,0,0.709,,,,,,,
2011/06/16,2011,167,21,11.62,0.993,52.96,0,2,19.32,6.118,0.947,62.39,,0,2.291,17.44,0.42,0.919,77.1,,0,1.012,,,,,,,
2011/06/17,2011,168,22.42,9.21,0.567,32.6,0,3.236,20.79,4.467,0.611,43.39,,0,2.374,18.9,-1.301,0.624,62.88,,0,0.73,,,,,,,
2011/06/18,2011,169,25.86,13.61,0.634,28.76,0,2.449,24.2,9.27,0.714,37.85,,0,2.224,22.07,2.583,0.778,55.59,,0,0.989,,,,,,,
2011/06/19,2011,170,20.35,10.73,1.273,84.8,21.34,1.452,16.18,8.55,1.142,89.6,,24.38,1.434,12.89,4.633,1.018,94.6,,0,0.728,,,,,,,
2011/06/20,2011,171,21.58,11.31,1.138,63.16,0,2.352,19.88,8.31,1.061,69.64,,0,2.03,17.95,3.727,0.981,83.1,,0,0.93,,,,,,,
2011/06/21,2011,172,26.12,14.24,0.943,42.23,0,2.914,25.17,10.26,0.968,51.98,,0,2.156,22.74,4.255,0.966,73.6,,0,0.667,,,,,,,
2011/06/22,2011,173,31.32,17.22,0.947,32.71,0,2.403,30.01,13.21,1.047,43.35,,0,2.085,27.45,5.288,1.114,69.9,,0,0.545,,,,,,,
2011/06/23,2011,174,31.97,22.32,0.958,27.55,0,2.826,29.78,17.37,1.097,39.12,,0,2.566,28.65,10.26,1.258,67.07,,0,0.662,,,,,,,
2011/06/24,2011,175,28.83,18.7,1.066,36.67,0,3.104,27.18,14.61,1.127,47.39,,0,2.395,25.64,7.29,1.212,72.3,,0,0.854,,,,,,,
2011/06/25,2011,176,28.54,16.89,1.105,40.54,0,2.444,26.95,13.21,1.141,50.11,,0,2.033,25.8,6.859,1.178,72,,0,0.562,,,,,,,
2011/06/26,2011,177,26.2,17,0.968,38.16,0,2.404,24.85,12.86,1.013,47.83,,0,2.27,22.82,6.502,1.065,72.9,,0,0.711,,,,,,,
2011/06/27,2011,178,31.68,19.09,0.841,27.9,0,2.524,29.21,14.62,0.915,36.1,,0,2.5,28.27,6.13,1.086,66.73,,0,0.492,,,,,,,
2011/06/28,2011,179,33.91,21.84,0.58,15.97,0,2.535,31.03,17.17,0.71,23.95,,0,4.204,29.27,7.84,1.046,56.7,,0,0.746,,,,,,,
2011/06/29,2011,180,31.63,22.47,0.961,28.2,1.27,2.167,27.94,17.99,1.096,40.41,,1.016,2.808,26.93,10.18,1.462,79.5,,0,0.626,,,,,,,
2011/06/30,2011,181,26.69,17.62,1.183,44.25,0,2.292,24.77,14.97,1.188,53.38,,0,2.038,22.62,8.56,1.263,76.9,,0,0.709,,,,,,,
2011/07/01,2011,182,28.59,17.18,1.253,46.12,0,2.535,26.92,13.7,1.294,56.46,,0,2.024,26.03,7.73,1.328,76.4,,0,0.463,,,,,,,
2011/07/02,2011,183,34.79,19.52,1.256,38.49,0,1.912,33.7,17.7,1.264,42.88,,0,2.069,30.88,8.84,1.422,72.4,,0,0.459,,,,,,,
2011/07/03,2011,184,36.99,23.62,0.754,18.79,0,2.684,34.56,19.19,0.984,30.31,,0,2.726,32.68,10.45,1.325,65.14,,0,0.51,,,,,,,
2011/07/04,2011,185,28.55,24.3,1.208,35.01,0,2.753,26.33,20.64,1.372,49.19,,0,2.038,24.2,13.84,1.738,84.3,,0,0.453,,,,,,,
2011/07/05,2011,186,28.89,22.18,1.467,45.01,0,2.974,27.57,17.44,1.485,53.63,,0,1.887,26.72,13.68,1.686,78.3,,0,0.475,,,,,,,
2011/07/06,2011,187,29.65,18.73,1.675,57.01,0,1.829,28.4,15.78,1.631,64.61,,0,1.516,26.34,10.77,1.64,81.1,,0,0.547,,,,,,,
2011/07/07,2011,188,29.57,20.35,1.632,54.31,0,2.121,27.25,17.06,1.633,65.1,,0,1.446,25.98,12.96,1.702,82.6,,0,0.508,,,,,,,
2011/07/08,2011,189,29.05,19.23,1.715,62.2,0,1.686,27.36,16.01,1.62,68.75,,0,1.34,25.4,10.8,1.61,83.6,,0,0.534,,,,,,,
2011/07/09,2011,190,30.87,18.06,1.368,48.59,0,2.631,28.09,14.6,1.349,56.01,,0,2.497,26.76,9.37,1.418,76.3,,0,0.529,,,,,,,
2011/07/10,2011,191,31.58,18.56,1.432,51.83,6.858,3.53,28.22,15.7,1.426,62.63,,6.604,3.417,27.23,9.66,1.517,88.3,,0,0.642,,,,,,,
2011/07/11,2011,192,31.78,19.57,1.41,46.32,0,2.127,29.75,15.92,1.415,53.61,,0,1.936,28.34,10.75,1.581,80.7,,0,0.524,,,,,,,
2011/07/12,2011,193,30.4,19.04,1.408,48.24,3.048,2.271,27.58,16.72,1.425,59.35,,2.032,2.018,26.86,11.71,1.539,83.2,,0,0.472,,,,,,,
2011/07/13,2011,194,30.83,20.7,1.242,39.89,0.254,2.023,27.9,17.04,1.24,48.4,,0,2.637,26.83,9.68,1.41,75.8,,0,0.534,,,,,,,
2011/07/14,2011,195,30.46,18.63,0.81,26.95,0,2.394,27.32,15.04,0.843,34.9,,0,3.653,26.35,7.22,1.059,65.6,,0,0.662,,,,,,,
2011/07/15,2011,196,30.7,19.4,0.607,19.71,0,3.198,27.83,15.47,0.726,29.5,,0,3.526,26.75,6.859,0.973,60.28,,0,0.545,,,,,,,
2011/07/16,2011,197,33.09,19.32,0.583,18.44,0,2.775,29.81,15.38,0.728,28.49,,0,3.222,28.41,7.1,1.018,61.21,,0,0.542,,,,,,,
